ref_authors,ref_code,ref_year,ref_title,ref_journal,ref_abstract,ref_query,ref_pmid,ref_notes,,prisma_coder1,prisma_coder2,prisma_excluded_screening,prisma_excluded_screening_reason,prisma_check_full_text,prisma_excluded_fulltext,prisma_excluded_fulltext_reason,prisma_included_sysreview,prisma_included_meta,prisma_excluded_meta_reason,prisma_metacoder1,prisma_metacoder2,prisma_note,,study_desc,study_type,study_relevant_data,,sample_total,sample_exclusion,sample_npergroup,sample_clinical,sample_clinicalgroup,sample_design,sample_justification,sample_justification_note,sample_notes,,eeg_system,eeg_software,eeg_numelec,eeg_reference,eeg_samplingrate,eeg_eog,eeg_notes,,ecg_system,ecg_numelec,ecg_montage,eeg_samplingrate,ecg_notes,,preproc_highpass,preproc_lowpass,preproc_addfilter,preproc_art_ICA,preproc_art_thresh,preproc_art_visual,preproc_art_eogcorr,preproc_art_reportleft,preproc_art_percemoved,preproc_ecg_correction,preproc_ecg_corr_method,preproc_timelock,prerproc_epochstart,preproc_epochend,preproc_base_startend,preproc_baseline,preproc_notes,,task_conditions,task_numfactors,task_epochsperconditions,task_notes,,hep_scoring,hep_timewin,hep_timewin_just,hep_timewinnum,hep_locations,hep_location_just,hep_locationsnum,hep_clusters,hep_numclusters,hep_circularity,hep_notes,,comp_tests,comp_parameteric,comp_numfactors,comp_numcells,comp_numanovas,comp_correction_main,comp_correction_posthoc,comp_sphericity,comp_hypostring,comp_judghypo,comp_effectsize,comp_exhaust,comp_notes,,corr_tests,corr_parameteric,corr_numcorr,corr_measure,corr_exhaust,corr_locations,corr_location_just,corr_correction,corr_hypostring,corr_judghypo,corr_corrftoz,corr_notes,,meta_attention,meta_correlation,meta_group,meta_arousal,meta_training,meta_ecg,meta_brain
"Mahadevan, Lappé, Rhyne, Cruz-Bermúdez, Marder, Goy",,2004,Nitric oxide inhibits the rate and strength of cardiac contractions in the lobster Homarus americanus by acting on the cardiac ganglion.,The Journal of neuroscience : the official journal of the Society for Neuroscience,The lobster heart is synaptically driven by the cardiac ganglion  a spontaneously bursting neural network residing within the cardiac lumen. Here  we present evidence that nitric oxide (NO) plays an inhibitory role in lobster cardiac physiology. (1) NO decreases heartbeat frequency and amplitude. Decreased frequency is a direct consequence of a decreased ganglionic burst rate. Decreased amplitude is an indirect consequence of decreased burst frequency  attributable to the highly facilitating nature of the synapses between cardiac ganglion neurons and muscle fibers (although  during prolonged exposure to NO  amplitude recovers to the original level by a frequency-independent adaptation mechanism). NO does not alter burst duration  spikes per burst  heart muscle contractility  or amplitudes of synaptic potentials evoked by stimulating postganglionic motor nerves. Thus  NO acts on the ganglion  but not on heart muscle. (2) Two observations suggest that NO is produced within the lobster heart. First  immunoblot analysis shows that nitric oxide synthase (NOS) is strongly expressed in heart muscle relative to other muscles. Second  L-nitroarginine (L-NA)  an NOS inhibitor  increases the rate of the heartbeat (opposite to the effects of NO). In contrast  the isolated ganglion is insensitive to L-NA  suggesting that heart muscle (but not the ganglion) produces endogenous NO. Basal heart rate varies from animal to animal  and L-NA has the greatest effect on the slowest hearts  presumably because these hearts are producing the most NO. Thus  because the musculature is a site of NOS expression  whereas the ganglion is the only intracardiac target of NO  we hypothesize that NO serves as an inhibitory retrograde transmitter.,"(""Heartbeat""[Journal] OR ""heartbeat""[All Fields]) AND (""evoked potentials""[MeSH Terms] OR (""evoked""[All Fields] AND ""potentials""[All Fields]) OR ""evoked potentials""[All Fields] OR (""evoked""[All Fields] AND ""potential""[All Fields]) OR ""evoked potential""[All Fields])",15028775,,,MP,JM,1,not relevant,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Nicholls, Wallace",,1978,Quantal analysis of transmitter release at an inhibitory synapse in the central nervous system of the leech.,The Journal of physiology,The quantal nature of transmitter release has been analysed at central inhibitory synapses in the leech nervous system between an interneurone (HN) and a motoneurone (HE) that regulate the heartbeat. 1. Ganglia were bathed in leech Ringer fluid containing 20 mM-Mg and 1.8 mM-Ca and the membrane of the presynaptic HN interneurone was hyperpolarized by current injection. Under these conditions successive inhibitory potentials in the HE motoneurone  evoked by impulses in the HN interneurone  showed striking fluctuations in amplitude. 2. Assuming a Poisson distribution of the i.p.s.p.s and estimating the number of failures from the amplitude histograms of the observed responses  the mean size of the quantal unit was estimated as 0.25 +/- 0.015 mV (S.E. of mean  n = 26). When m  the mean number of quanta released per trial  was varied by changing the membrane potential of the presynaptic HN cell (Nicholls &amp; Wallace  1978)  the experimentally observed amplitude distributions could be predicted by the Poisson theory. 3. An independent estimate of the unit size was obtained by noise analysis. A long subthreshold depolarizing pulse applied to the presynaptic HN interneurone evoked a sustained hyperpolarization of the HE motoneurone  apparently caused by an increase in the rate of on-going release of quanta by the HN cell terminals. From the mean change in membrane potential and the increase in variance  the size of the unit was calculated as 0.21 +/- 0.039 mV (S.E. of mean  n = 11). For ten pairs of cells an estimate of unit amplitude was made both from the Poisson analysis and the analysis of variance  again with good agreement. For these cells the estimated unit sizes were 0.24 +/- 0.023 mV (S.E. of mean  n = 10) from the failures and 0.21 +/- 0.043 m V (S.E. of mean  n = 10) from the noise. 4. A similar analysis was made of the inhibitory synaptic potentials evoked in one HN interneurone by stimulation of its contralateral homologue. Transmission again appeared to be qualtal; the mean unit amplitude from Poisson analysis was 0.31 +/- 0.022 mV (S.E. of mean  n = 19) and from the noise 0.29 +/- 0.027 mV (S.E. of mean  n = 3). 5. We conclude that transmitter is released from the terminals of the HN interneurone in quantal units that evoke miniature i.p.s.p.s of about 0.25 mV in the post-synaptic cells. Furthermore  modulation of transmission proudced by variation in the presynaptic resting potential and during presynaptic inhibition results from changes in the mean number of quanta released by each impulse.,"(""Heartbeat""[Journal] OR ""heartbeat""[All Fields]) AND (""evoked potentials""[MeSH Terms] OR (""evoked""[All Fields] AND ""potentials""[All Fields]) OR ""evoked potentials""[All Fields] OR (""evoked""[All Fields] AND ""potential""[All Fields]) OR ""evoked potential""[All Fields])",212551,,,MP,JM,1,not relevant,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Nicholls, Wallace",,1978,Modulation of transmission at an inhibitory synapse in the central nervous system of the leech.,The Journal of physiology,The synaptic interactions among a group of cells in the leech C.N.S. that regulate the animal's heartbeat exhibit several remarkable features (Thompson &amp; Stent  1976 a  b  c). We have examined in detail the properties of the inhibitory synapse between two of these cells  the heart interneurone (HN cell) and the heart excitor motoneurone (HE cell). 1. Impulses in the presynaptic HN cell gave rise to monosynaptic i.p.s.p.s in the HE cell that were blocked by high concentrations of Mg and were reversed when the membrane potential of the post-synaptic motoneurone was hyperpolarized beyond--75 m V or when Cl was injected into the cell body. These i.p.s.p.s were chemically mediated  and involved an increase in chloride conductance. 2. In contrast to chemical synapses between sensory and motor cells in the leech C.N.S.  little facilitation or depression of transmission occurred when the HN cell was stimulated at frequencies of 0.1--50 Hz. 3. Steady subthreshold depolarization of the presynaptic HN interneurone evoked a maintained hyperpolarization of the post-synaptic HE cell  indicating that currents injected into the HN cell body could spread to the terminals and cause continuous release of transmitter. 4. The size of the i.p.s.p. evoked in the HE motoneurone by an action potential in the HN interneurone varied with the resting membrane potential of the presynaptic cell. An impulse superimposed on a prolonged  subthreshold  depolarizing pulse produced a larger i.p.s.p.; conversely  prolonged hyperpolarization of the HN interneurone reduced the i.p.s.p. amplitude recorded in the HE cell. This effect was most obvious when the natural  rhythmical bursts of activity in the HN interneurone were interrupted by bathing the preparation in leech Ringer fluid containing elevated concentrations of Mg. Under these conditions a 10 mV depolarization of the HN cell increased the size of the i.p.s.p. in the HE cell approximately sixfold. Significant changes in i.p.s.p. amplitude occurred without any noticeable change in the amplitude and duration of the presynaptic action potential. With large presynaptic depolarizations  which produced the biggest i.p.s.p.s  there was some reduction in the amplitude and increase in the duration of the action potential. 5. Following a step depolarization of the presynaptic cell  the size of successive i.p.s.p.s increased with a time constant of about 1 sec. Upon repolarization the i.p.s.p.s decreased in amplitude to the original level. 6. stimulation of one HN cell also gives rise to an i.p.s.p. in its contralateral homologue (Thompson &amp; Stent  1976c). Trains of i.p.s.p.s produced in this way hyperpolarized at HN cell to such an extent that the size of the synaptic potential it evoked in an HE cell was reduced. 7. Thus  an HN interneurone inhibitis transmission between the contralateral HN and HE cells presynapitcally in addition to inhibiting directly the ipsilateral HE motoneurone.,"(""Heartbeat""[Journal] OR ""heartbeat""[All Fields]) AND (""evoked potentials""[MeSH Terms] OR (""evoked""[All Fields] AND ""potentials""[All Fields]) OR ""evoked potentials""[All Fields] OR (""evoked""[All Fields] AND ""potential""[All Fields]) OR ""evoked potential""[All Fields])",212550,,,MP,JM,1,not relevant,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Olypher, Cymbalyuk, Calabrese",,2007,Hybrid systems analysis of the control of burst duration by low-voltage-activated calcium current in leech heart interneurons.,Journal of neurophysiology,The leech heartbeat CPG is paced by the alternating bursting of pairs of mutually inhibitory heart interneurons that form elemental half-center oscillators. We explore the control of burst duration in heart interneurons using a hybrid system  where a living  pharmacologically isolated  heart interneuron is connected with artificial synapses to a model heart interneuron running in real-time  by focusing on a low-voltage-activated (LVA) calcium current I(CaS). The transition from silence to bursting in this half-center oscillator occurs when the spike frequency of the bursting interneuron declines to a critical level  f(Final)  at which the inhibited interneuron escapes owing to a build-up of the hyperpolarization-activated cation current  I(h). We varied I(CaS) inactivation time constant either in the living heart interneuron or in the model heart interneuron. In both cases  varying I(CaS) inactivation time constant did not affect f(Final) of either interneuron  but in the varied interneuron  the time constant of decline of spike frequency during bursts to f(Final) and thus the burst duration varied directly and nearly linearly with I(CaS) inactivation time constant. Bursts of the opposite  nonvaried interneuron did not change. We show also that control of burst duration by I(CaS) inactivation does not require synaptic interaction by reconstituting autonomous bursting in synaptically isolated living interneurons with injected I(CaS). Therefore inactivation of LVA calcium current is critically important for setting burst duration and thus period in a heart interneuron half-center oscillator and is potentially a general intrinsic mechanism for regulating burst duration in neurons.,"(""Heartbeat""[Journal] OR ""heartbeat""[All Fields]) AND (""evoked potentials""[MeSH Terms] OR (""evoked""[All Fields] AND ""potentials""[All Fields]) OR ""evoked potentials""[All Fields] OR (""evoked""[All Fields] AND ""potential""[All Fields]) OR ""evoked potential""[All Fields])",16943313,,,MP,JM,1,not relevant,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Park, Bernasconi, Salomon, Tallon-Baudry, Spinelli, Seeck, Schaller, Blanke",,2018,"Neural Sources and Underlying Mechanisms of Neural Responses to Heartbeats, and their Role in Bodily Self-consciousness: An Intracranial EEG Study.","Cerebral cortex (New York, N.Y. : 1991)",Recent research has shown that heartbeat-evoked potentials (HEPs)  brain activity in response to heartbeats  are a useful neural measure for investigating the functional role of brain-body interactions in cognitive processes including self-consciousness. In 2 experiments  using intracranial electroencephalography (EEG)  we investigated (1) the neural sources of HEPs  (2) the underlying mechanisms for HEP generation  and (3) the functional role of HEPs in bodily self-consciousness. In Experiment-1  we found that shortly after the heartbeat onset  phase distributions across single trials were significantly concentrated in 10% of the recording sites  mainly in the insula and the operculum  but also in other regions including the amygdala and fronto-temporal cortex. Such phase concentration was not accompanied by increased spectral power  and did not correlate with spectral power changes  suggesting that a phase resetting  rather than an additive &quot;evoked potential&quot; mechanism  underlies HEP generation. In Experiment-2  we further aimed to anatomically refine previous scalp EEG data that linked HEPs with bodily self-consciousness. We found that HEP modulations in the insula reflected an experimentally induced altered sense of self-identification. Collectively  these results provide novel and solid electrophysiological evidence on the neural sources and underlying mechanisms of HEPs  and their functional role in self-consciousness.,heartbeat-evoked[All Fields] AND potential[All Fields],28591822,,,MP,JM,1,intracranial eeg,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Pérez, Guijarro, Barcia",,2006,Suppression of the cardiac electric field artifact from the heart action evoked potential.,Medical &amp; biological engineering &amp; computing,The study of heart action-related brain potentials is strongly disrupted by the presence of an inherent cardiac electric artifact. The hypothesis is presented that most of the electric current coupled to the cardiac field surrounds the skull and flows through the scalp tissue without crossing the cranial cavity. This pseudo two-dimensional conduction model contrasts with the volumetric conduction of the brain electrical activity  and this property is exploited to cancel the cardiac electric artifact. QRS loop vector-cardiographic projections on saggital planes were recorded in 11 healthy subjects in the head and neck areas. Comparative analysis of the projection eccentricities  estimated by the correlation coefficients of the paired data on each area  supported the hypothesis and allowed the handling of the cardiac electric field at the scalp as if enclosed in a two-dimensional wrapped space. This approach permitted the combination of different heart action-related brain potentials recorded at different electrode positions to cancel the cardiac electric artifact. The cancellation method  applied to the subjects' EEG data  yielded a slow cortical potential with a negligible cardiac electric residue and an amplitude of about 1.5-2 microV  with a maximum around 150 ms and a minimum at 400 ms post-R wave.,"(""heart""[MeSH Terms] OR ""heart""[All Fields]) AND action-related[All Fields] AND (""electroencephalography""[MeSH Terms] OR ""electroencephalography""[All Fields] OR ""eeg""[All Fields]) AND potential[All Fields]",16411629,,,MP,JM,1,Methods paper not relevant ,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Peterson, Calabrese",,1982,Dynamic analysis of a rhythmic neural circuit in the leech Hirudo medicinalis.,Journal of neurophysiology,1. The results of perturbation experiments demonstrate the functional diversity of the interneurons (HN cells) that generate heartbeat in the medicinal leech. 2. HN cells were individually stimulated by single current pulses. The induced activity of HN cells in the first four ganglia (cell pairs HN(1)-HN(4)) reset the rhythm of the interneuron network; induced activity of those in the fifth through seventh ganglia (cell pairs HN(5)-HN(7)) did not. 3. Cells HN(1)-HN(4) can entrain every other interneuron of the network; cells HN(5)-HN(7) cannot. 4. Thus the HN interneuron network includes two distinct subsets: cells HN(1)-HN(4) form the network's timing oscillator; cells HN(5)-HN(7)  driven by the timing oscillator  force one of the two coordination states on the heart motor neurons. 5. In general the dynamic behavior of the heart interneuron network was predictable given the web of identified synapses between HN cells. Nevertheless  the unexpected capacity of cells HN(3) and HN(4) to entrain the network shows that there are functional connections still to be found. Burst termination experiments suggest that cells HN(3) and HN(4) inhibit directly the more rostral HN cells. 6. The timing oscillation seems to arise from a balance between the endogenous polarization rhythms of interneurons HN(1)-HN(4) and selective reciprocal inhibition between these same cells.,"(""Heartbeat""[Journal] OR ""heartbeat""[All Fields]) AND (""evoked potentials""[MeSH Terms] OR (""evoked""[All Fields] AND ""potentials""[All Fields]) OR ""evoked potentials""[All Fields] OR (""evoked""[All Fields] AND ""potential""[All Fields]) OR ""evoked potential""[All Fields])",7062099,,,MP,JM,1,not relevant,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Russo, Cousins, Brooker, Taylor, Boesel, Sullivan, Poree, Shariati, Hanson, Parker",,2018,Effective Relief of Pain and Associated Symptoms With Closed-Loop Spinal Cord Stimulation System: Preliminary Results of the Avalon Study.,Neuromodulation : journal of the International Neuromodulation Society,OBJECTIVES: Conventional spinal cord stimulation (SCS) delivers a fixed-input of energy into the dorsal column. Physiologic effects such as heartbeat  respiration  spinal cord movement  and history of stimulation can cause both the perceived intensity and recruitment of stimulation to increase or decrease  with clinical consequences. A new SCS system controls stimulation dose by measuring the recruitment of fibers in the dorsal column and by using the amplitude of the evoked compound action potentials (ECAPs) to maintain stimulation within an individualized therapeutic range. Safety and efficacy of this closed-loop system was evaluated through six-month postimplantation.MATERIALS AND METHODS: Chronic pain subjects with back and/or leg pain who were successfully trialed received a permanent system (Evoke; Saluda Medical  Sydney  Australia). Ratings of pain (100-mm visual analogue scale [VAS] and Brief Pain Instrument [BPI])  quality of life (EuroQol instrument [EQ-5D-5L])  function (Oswestry Disability Index [ODI])  and sleep (Pittsburgh Sleep Quality Index [PSQI]) were collected at baseline and repeated three and six months after implantation.RESULTS: Fifty-one subjects underwent a trial procedure; permanent implants were placed in 36 subjects. The proportion of subjects with ≥50% relief was 92.6% (back) and 91.3% (leg) at three months  and 85.7% (back) and 82.6% (leg) at six months. The proportion with ≥80% pain relief was 70.4% (back) and 56.5% (leg) at three months  and 64.3% (back) and 60.9% (leg) at six months. Statistically significant improvements in mean BPI  EQ-5D-5L  ODI  and PSQI were also observed at both time points.CONCLUSIONS: The majority of subjects experienced profound pain relief at three and six months  providing preliminary evidence for the effectiveness of the closed-loop SCS system. The exact mechanism of action for these outcomes is still being explored  although one likely hypothesis holds that ECAP feedback control may minimize recruitment of Aβ nociceptors and Aδ fibers during daily use of SCS.,"(""Heartbeat""[Journal] OR ""heartbeat""[All Fields]) AND (""evoked potentials""[MeSH Terms] OR (""evoked""[All Fields] AND ""potentials""[All Fields]) OR ""evoked potentials""[All Fields] OR (""evoked""[All Fields] AND ""potential""[All Fields]) OR ""evoked potential""[All Fields])",28922517,,,JM,JM,1,Not HEP ,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Saitoh, Inagaki, Nishimura, Kawaguchi, Song",,2010,Spontaneous activity resembling tone-evoked activity in the primary auditory cortex of guinea pigs.,Neuroscience research,In the primary auditory cortex (AI)  a pure tone evokes propagating activity along a strip of the cortex. We have previously shown that focal activation of AI triggers autonomously propagating activity that resembles tone-evoked activity (Song et al.  2006). Because a focal spontaneous activity is expected to trigger similar activity propagation  spontaneous activity resembling tone-evoked activity may exist in AI. Here we tested this possibility by optical imaging of AI in guinea pigs. After obtaining tone-evoked activities  we made long-duration optical recordings (9-40s) and isolated spontaneous activities from respiration and heartbeat noises using independent component analyses. Spontaneous activities were found all over AI  in all animals examined. Of all spontaneous events  33.6% showed significant correlation in spatio-temporal pattern with tone-evoked activities. Simulation using a model that captures the temporal feature of spontaneous response in single channels but sets no constraint among channels  generated no spontaneous events that resembled tone-evoked activations. These results show the existence of spontaneous events similar in spatio-temporal pattern to tone-evoked activations in AI. Such spontaneous events are likely a manifestation of cortical structures that govern the pattern of distributed activation in AI.,"(""Heartbeat""[Journal] OR ""heartbeat""[All Fields]) AND (""evoked potentials""[MeSH Terms] OR (""evoked""[All Fields] AND ""potentials""[All Fields]) OR ""evoked potentials""[All Fields] OR (""evoked""[All Fields] AND ""potential""[All Fields]) OR ""evoked potential""[All Fields])",20600374,,,JM,HH,1,Non human,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Sakurai, Wilkens",,2003,Tension sensitivity of the heart pacemaker neurons in the isopod crustacean Ligia pallasii.,The Journal of experimental biology,In the crustacean neurogenic heart  the cardiac ganglion (CG) acts as a peripherally located central pattern generator (CPG) by producing rhythmic motor output that initiates the heartbeat. In the isopod Ligia  the CG consists of six electrically coupled neurons that all function both as endogenous oscillators and as glutamatergic motoneurons innervating heart muscle. In the present study  we present several lines of evidence to suggest that the CG neurons are sensitive to passive stretch and active tension of the heart muscle. Stretching the heart wall caused a sustained decrease in the burst frequency of the CG neuron. Releasing from the stretch caused a rebound increase in burst frequency above the control rate. A brief stretch (200-300 ms duration) caused either phase advance or phase delay of the following CG bursts  depending on the timing at which the stretch was applied. Repeated brief stretches could entrain the CG bursts to either higher or lower frequencies than the free-run burst frequency. Intracellular recording from one of the CG neurons revealed that it exhibited hyperpolarization during the stretch. The stretch-induced hyperpolarization was followed by a burst discharge upon release from the stretch. With increased stretch amplitude  the amplitude of hyperpolarizing response increased and the timing of the following burst was advanced. When the myogenic activity of the heart muscle was pharmacologically isolated from the ganglionic drive by applying a glutamatergic antagonist  Joro spider toxin (JSTX)  the spontaneous muscle contraction caused a hyperpolarizing deflection in the CG neuron. Under specific conditions made by JSTX and tetrodotoxin  the CG burst became entrained to the myogenic rhythm. These results suggest that the Ligia CG neurons have tension sensitivity in addition to their pacemaker and motoneuronal functions. Such multifunctional neurons may form a single neuron reflex arc inside the heart.,"(""Heartbeat""[Journal] OR ""heartbeat""[All Fields]) AND (""evoked potentials""[MeSH Terms] OR (""evoked""[All Fields] AND ""potentials""[All Fields]) OR ""evoked potentials""[All Fields] OR (""evoked""[All Fields] AND ""potential""[All Fields]) OR ""evoked potential""[All Fields])",12456701,,,JM,HH,1,Non human,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Sakurai, Yamagishi",,2000,Graded neuromuscular transmission in the heart of the isopod crustacean Ligia exotica.,The Journal of experimental biology,We present several lines of evidence for the occurrence of graded synaptic transmission in addition to impulse-mediated transmission at the neuromuscular junction between cardiac ganglion (CG) neurones and the myocardium in the isopod crustacean Ligia exotica. In the heart of adult Ligia exotica  the CG acts as a primary pacemaker for the heartbeat by generating periodic bursts of impulses and entrains the myogenicity of the myocardium via impulse-mediated excitatory junctional potentials. When impulse generation was blocked by tetrodotoxin (TTX; 50 nmol l(-)(1))  the CG neurones and the myocardium periodically exhibited synchronized slow depolarizing potentials. The association between the slow depolarizing potentials in the neurone and the myocardium was eliminated by application of Joro spider toxin (JSTX)  a specific glutamate antagonist. When the CG neurone was made quiescent by a higher dose of TTX (1.0 micromol l(-)(1))  sinusoidal current injected into the CG neurone induced similar sinusoidal membrane potential responses in the myocardium. The sinusoidal muscle responses were eliminated by application of either JSTX or low-Ca(2+) saline. Under voltage-clamp conditions  the myocardium exhibited periodic inward current responses to sinusoidal current stimuli applied to the CG neurone. The reversal potential for the current response of the myocardium was similar to that of the impulse-mediated excitatory junctional current (EJC). Extracellular macropatch recordings of EJCs made at the neuromuscular junctional site revealed the spontaneous appearance of miniature EJCs asynchronous with the CG spikes in addition to large spike-evoked EJCs. The miniature EJCs were present in saline containing TTX  and their frequency was strongly affected by the slow membrane potential change in the CG neurone. These results suggest that the CG neurones drive the myocardium by graded neuromuscular transmission in addition to impulse-mediated transmission in the heart of Ligia exotica.,"(""Heartbeat""[Journal] OR ""heartbeat""[All Fields]) AND (""evoked potentials""[MeSH Terms] OR (""evoked""[All Fields] AND ""potentials""[All Fields]) OR ""evoked potentials""[All Fields] OR (""evoked""[All Fields] AND ""potential""[All Fields]) OR ""evoked potential""[All Fields])",10751160,,,JM,HH,1,Non human,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Salt, Hullar",,2010,"Responses of the ear to low frequency sounds, infrasound and wind turbines.",Hearing research,Infrasonic sounds are generated internally in the body (by respiration  heartbeat  coughing  etc) and by external sources  such as air conditioning systems  inside vehicles  some industrial processes and  now becoming increasingly prevalent  wind turbines. It is widely assumed that infrasound presented at an amplitude below what is audible has no influence on the ear. In this review  we consider possible ways that low frequency sounds  at levels that may or may not be heard  could influence the function of the ear. The inner ear has elaborate mechanisms to attenuate low frequency sound components before they are transmitted to the brain. The auditory portion of the ear  the cochlea  has two types of sensory cells  inner hair cells (IHC) and outer hair cells (OHC)  of which the IHC are coupled to the afferent fibers that transmit &quot;hearing&quot; to the brain. The sensory stereocilia (&quot;hairs&quot;) on the IHC are &quot;fluid coupled&quot; to mechanical stimuli  so their responses depend on stimulus velocity and their sensitivity decreases as sound frequency is lowered. In contrast  the OHC are directly coupled to mechanical stimuli  so their input remains greater than for IHC at low frequencies. At very low frequencies the OHC are stimulated by sounds at levels below those that are heard. Although the hair cells in other sensory structures such as the saccule may be tuned to infrasonic frequencies  auditory stimulus coupling to these structures is inefficient so that they are unlikely to be influenced by airborne infrasound. Structures that are involved in endolymph volume regulation are also known to be influenced by infrasound  but their sensitivity is also thought to be low. There are  however  abnormal states in which the ear becomes hypersensitive to infrasound. In most cases  the inner ear's responses to infrasound can be considered normal  but they could be associated with unfamiliar sensations or subtle changes in physiology. This raises the possibility that exposure to the infrasound component of wind turbine noise could influence the physiology of the ear.,"(""Heartbeat""[Journal] OR ""heartbeat""[All Fields]) AND (""evoked potentials""[MeSH Terms] OR (""evoked""[All Fields] AND ""potentials""[All Fields]) OR ""evoked potentials""[All Fields] OR (""evoked""[All Fields] AND ""potential""[All Fields]) OR ""evoked potential""[All Fields])",20561575,,,JM,HH,1,Not HEP ,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Schulz, Matthey, Vögele, Schaan, Schächinger, Adler, Beutel, Michal",,2017,Cardiac modulation of startle is altered in depersonalization-/derealization disorder: Evidence for impaired brainstem representation of baro-afferent neural traffic.,Psychiatry research,Patients with depersonalization-/derealization disorder (DPD) show altered heartbeat-evoked brain potentials  which are considered psychophysiological indicators of cortical representation of visceral-afferent neural signals. The aim of the current investigation was to clarify whether the impaired CNS representation of visceral-afferent neural signals in DPD is restricted to the cortical level or is also present in sub-cortical structures. We used cardiac modulation of startle (CMS) to assess baro-afferent signal transmission at brainstem level in 22 DPD and 23 healthy control individuals. The CMS paradigm involved acoustic startle stimuli (105dB(A)  50ms) elicited 0  100  200  300  400 and 500ms after a cardiac R-wave. In healthy control individuals  we observed lower startle responses at 100 and 300ms than at 0 and 400ms after an R-wave. In DPD patients  no effect of the cardiac cycle on startle response magnitude was found. We conclude that the representation of visceral-afferent neural signals at brainstem level may be deficient in DPD. This effect may be due to increased peripheral sympathetic tone or to dysregulated signal processing at brainstem level. ,"(""Heartbeat""[Journal] OR ""heartbeat""[All Fields]) AND (""evoked potentials""[MeSH Terms] OR (""evoked""[All Fields] AND ""potentials""[All Fields]) OR ""evoked potentials""[All Fields] OR (""evoked""[All Fields] AND ""potential""[All Fields]) OR ""evoked potential""[All Fields])",27078753,,,JM,HH,1,Not HEP ,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
